일련번호,인증번호,인증일자,회사명,제품,등급,시험번호,S/W분류,제품 설명,총WD,재계약,특이사항,"시작날짜/
종료날짜",시험원
3926,17-0421,2017.10.19,"쿠도커뮤니케이션㈜
CUDO COMMUNICATION","IntelliVIX-SRS v4.0
(IntelliVIX-SRS v4.0)",1등급,GS-A-17-273,유틸리티 SW-기타,카메라에서 입력 받은 영상을 녹화하거나 영상을 외부로 전송하는 영상 레코딩 소프트웨어,6,"재계약된 경우 기재
(메모 참조)",기존에 인증받은 제품과 유사한 기능으로 구성되어 있어 WD6로 산정되었음,2017.09.14 ~ 2017.09.21,"임성은,고은비"
3927,17-0422,2017.10.19,"쿠도커뮤니케이션㈜
CUDO COMMUNICATION","IntelliVIX-G100 v4.0
(IntelliVIX-G100 v4.0)",1등급,GS-A-17-282,유틸리티 SW-기타,"카메라에서 입력 받은 영상을 분석하고, 지정 이벤트를 감지하여 알람 발생 및 녹화를 수행하는 영상 감시 소프트웨어",6,"재계약된 경우 기재
(메모 참조)",기존에 인증받은 제품과 유사한 기능으로 구성되어 있어 WD6로 산정되었음,2017.09.06 ~ 2017.09.13,"임성은,고은비"
3928,17-0423,2017.10.19,"㈜비온시이노베이터
BonC Innovators co., ltd.","침술훈련 가상시뮬레이터 v1.0
(Imaginary simulator of Acupuncture training v1.0)",1등급,GS-A-17-320,웹서비스용 SW-기타,침술 훈련 실습 프로그램,10,,,2017.09.13 ~ 2017.09.26,"박장우,이수현,이도희"
3929,17-0424,2017.10.23,"삼성g2b㈜
samsungg2b co.,ltd","불법 주/정차 단속시스템 v1.0
(Parking Enforcement System v1.0)",1등급,GS-A-17-274,임베디드 SW-교통및주차관리,본 제품은 불법 주정차된 차량의 번호 및 현장 사진을 수집하는 차량 단속 프로그램이다.,16,,추석연휴에 휴일근무를 실시하여 휴일 근무일수(2일)를 시험기간에 반영함,2017.09.14 ~ 2017.09.25,"반지원, 조민영"
3930,17-0425,2017.10.23,"㈜싸이언
Scien Co., Ltd.","PD를 이용한 고장진단 소프트웨어 v1.0
(Partial Discharge Analysis Software v1.0)",1등급,GS-C-15-030,임베디드 SW-기타,고압 전동기의 부분 방전 및 전류 신호를 지속적으로 감지하여 고압 전동기 상태를 예측하기 위한 시스템,10,,,"2015.07.29 ~ 2015.07.30, 2017.09.08 ~ 2017.09.19
(시험 중단 후 재개)","송옥수, 이유진"
3931,17-0426,2017.10.23,"㈜아이와즈
IWAZ Co., Ltd.","모바일 환경의 스트리밍 서비스상에서 콘텐츠 자동 모니터링 시스템 v1.0
(Automatic monitoring system of contents in a mobile streaming services v1.0)",1등급,GS-C-17-056,기업용 SW-기타,웹사이트의 영상 콘텐츠를 수집하기 위한 프로그램,12,,추석연휴에 휴일근무를 실시하여 휴일 근무일수(2일)을 시험기간에 반영함,2017.09.19 ~ 2017.10.10,"전지은, 박지민"
3932,17-0427,2017.10.23,"㈜드림시큐리티
Dream Security Co., Ltd.","매직 에스이2 2.0
(Magic SE2 2.0)",1등급,GS-B-17-143,프로그램개발 관련 SW-프로그램개발지원,"서버 인증서를 이용한 데이터 암/복호화 API를 제공하는 서버(WAS) 및 스마트폰용(iOS, Android) SDK",12,,,2017.07.20 ~ 2017.08.04,"최근영, 한승필"
3933,17-0428,2017.10.23,"㈜드림시큐리티
Dream Security Co., Ltd.","매직 엑스사인 1.2
(Magic XSign 1.2)",1등급,GS-B-17-144,프로그램개발 관련 SW-프로그램개발지원,"사용자의 인증서로 전자서명을 할 수 있도록 인증서 관리, 전자서명, 본인인증 API를 제공하는 스마트폰용(Android, iOS) SDK",28,,,2017.08.11 ~ 2017.09.21,"최근영, 한승필"
3934,17-0429,2017.10.23,"㈜드림시큐리티
Dream Security Co., Ltd.","매직 엠알에스 1.1
(Magic MRS 1.1)",1등급,GS-B-17-145,프로그램개발 관련 SW-프로그램개발지원,"PC에 저장된 인증서를 스마트폰으로 복사하는 API를 제공하는 스마트폰(Android, iOS)용 SDK",12,,,2017.09.22 ~ 2017.10.17,"최근영, 한승필"
3935,17-0430,2017.10.23,"㈜벨소프트
BELLSOFT Co., Ltd.","폰로그인 1.5
(Phonelogin 1.5)",1등급,GS-B-17-154,임베디드 SW-기타,본 제품은 일회용비밀번호(OTP)를 이용한 웹 페이지 로그인을 지원하고 스마트폰을 이용한 도어의 잠김 제어를 지원하는 프로그램,20,,,2017.09.06 ~ 2017.10.11,"장세헌, 이지영"
3936,17-0431,2017.10.23,"㈜달
DAL (Digital Aging
Laboratory)"," 문서 자동 소멸 관리 시스템 v1.0
 (DAS Document Manager v1.0)",1등급,GS-B-17-208,보안용 SW-기타,본 제품은 지정된 기간이 경과될 경우 문서가 자동 삭제되도록 지원하는 문서 보안 프로그램,17,,,2017.09.11 ~ 2017.10.11,"김기두, 김다혜"
3937,17-0432,2017.10.23,"㈜피앤피시큐어
PNP SECURE INC.","데이타크립토 V3.0
(DATACRYPTO V3.0)",1등급,GS-A-17-296,보안용 SW-서버보안,"서버의 디스크에 기록되는 파일을 실시간으로 암호화하여 저장하고, 인가된 사용자에게만 접근 및 복호화를 허용하는 파일 암복호화 솔루션",30,,,2017.8.24 ~ 2017.10.12,"정광락, 서다솜"
3938,17-0433,2017.10.23,"㈜한신전기
HAN SHIN ELECTRIC
Co., Ltd.","154kV 집중감시제어반(HS-SICS17) v1.0
(154kV SICS(HS-SICS17) v1.0)",1등급,GS-A-17-243,시스템관리 SW-감시장비제어,"154kV급 변전소의 원격소장치(Remote Terminal Unit)와 연결되어 운영자가 수신 데이터 정보를 모니터링하고, 조작 명령을 원격소장치로 전송하여 현장 설비를 제어하는 변전소 감시제어 시스템",25,,,2017.08.31 ~ 2017.10.12,"김유진, 천혜영"
3939,17-0434,2017.10.23,"전자부품연구원
Korea Electronics Technology Institute","구매관리 소프트웨어 v3.0
(Purchase Management Software v3.0)",1등급,GS-A-17-285,기업용 SW-기타,"물품 구매 요청, 입찰 공고, 계약서 작성 등을 지원하는 구매 관리 프로그램",20,,,2017.09.13 ~ 2017.10.13,"이재효, 권은서"
3940,17-0435,2017.10.26,"㈜로코모
ROCOMO.Co.Ltd","다스 이미지 파일 매니저 v2.0
(DAS Image File Manager v2.0)",1등급,GS-B-17-194,보안용 SW-기타,"이미지(jpg, gif, tif, bmp, png 형식) 파일 암호화 및 정책 설정을 통한 자동삭제 기능을 제공하는 이미지 보안 프로그램",13,,야간시험으로 진행하여 실제진행 WD와 상이함,2017.9.21 ~ 2017.10.17,"정광락, 박다영, 서다솜"
3941,17-0436,2017.10.26,"㈜대경바스컴
DK vascom Co., Ltd.","3D 방송 영상/음향 편집 및 송출 프로그램 v1.0
(3D Virtual Studio AV Mixing Master v1.0)",1등급,GS-A-17-178,유틸리티 SW-기타,"3D 가상 스튜디오를 이용하여 방송 영상 및 음향을 편집, 녹화 및 송출할 수 있는 방송 제작 프로그램",35,,,2017.08.16 ~ 2017.10.11,"구정회, 이승주"
3942,17-0437,2017.10.26,"㈜아이엠티
IMT Co., Ltd.","foony MAP v2.0
(foony MAP v2.0)",1등급,GS-A-17-216,GIS SW-기타,독립 실행을 요구되는 환경에서 전술지도 서비스를 제공하는 미들웨어,8,,,2017.09.29 ~ 2017.10.18 ,"이공선, 이상훈"
3943,17-0438,2017.10.26,"㈜대건소프트
Daegunsoft Co., Ltd.","ESS용 에너지관리시스템 V2.0
(Energy Management System for ESS V2.0)",1등급,GS-A-17-251,시스템관리 SW-기타,본 제품은 발전시설에서 사용하는 ESS(에너지 저장 장치) 운영 시스템으로 주요 기능은 다음과 같다.,16,,,2017.09.11 ~ 2017.10.10,김홍익(구자경)
3944,17-0439,2017.10.26,"㈜비아이매트릭스
BI MATRIX Co., Ltd.","아이스트림 2.0
(i-STREAM 2.0)",1등급,GS-A-17-311,시스템관리 SW-기타,데이터를 추출하여 분석한 후 그래프로 표시해주는 데이터 분석 솔루션,23,,,2017.09.11~2017.10.19,"신우준, 이다운"
3945,17-0440,2017.10.26,"㈜세인트시큐리티
SAINTSECURITY Inc.","엠엔엑스 V17
(MNX V17)",1등급,GS-A-17-323,보안용 SW-기타,네트워크로 전송되는 패킷에서 추출한 파일정보와 URL정보를 별도 운영되는 악성코드분석프로그램에서 분석 후 결과를 전달 받아 악성코드를 차단하는 악성코드 수집 및 차단 프로그램,15,"재계약된 경우 기재
(메모 참조)","WD 이슈사항 기재
(메모 참조)",2017.09.19 ~ 2017.10.17,"임성은,오서영"
3946,17-0441,2017.10.26,"스콥정보통신㈜
ViaScope Inc.","아이피스캔 씨에스아이 v1.0
(IPScan CSI v1.0)",1등급,GS-A-17-332,보안용 SW-PC보안,PC의 보안 관리를 위해 보안 취약점을 점검하고 그 결과를 통합 관리하는 PC 보안 수준 점검 솔루션,15,,,2017.09.19 ~ 2017.10.13,방영규(신우준)
3947,17-0442,2017.10.30,"경남대학교 산학협력단
Industry-Academic Cooperation Foundation of Kyungnam University","해양기상추출기 v1.0
(Ocean Weather Extractor v1.0)",1등급,GS-C-17-071,유틸리티 SW-기타,레이더 센서로부터 수집된 신호 파일을 분석하여 해상풍 및 파도에 대한 정보를 제공하는 프로그램,15,,,2017.09.21 ~ 2017.10.19,"이재훈, 김응협"
3948,17-0443,2017.10.30,"㈜늘찬소프트
Neulchansoft Co., Ltd.","더앤 앤앰에스 v1.0
(TheN NMS v1.0)",1등급,GS-B-17-155,시스템관리 SW-네트워크 관리(NMS),회사 내 IT 인프라 자원들을 통합 및 집중 관리하기 위한 네트워크 장비 관리 프로그램,22,,,"2017.09.18 ~
2017.10.25","홍승국 전임, 김희연 전임"
3949,17-0444,2017.10.30,"㈜제이에스소프트
JSSOFT Co., LTD.","맞춤형예산정보지원시스템 v1.0
(UBIS v1.0)",1등급,GS-B-17-192,기업용 SW-기타,본 제품은 지방재정관리시스템의 예산정보 데이터를 기반으로 예산요구 및 심의조정 과정을 지원하는 프로그램으로 주요 기능은 다음과 같다.,23,,,2017.09.14 ~ 2017.10.24,"김성희, 유지영, 정예진"
3950,17-0445,2017.10.30,"㈜신영이에스디
SHINYOUNGESD","Spatial Sheet for 재해취약성 v1.0
(Spatial Sheet for Disaster v1.0)",1등급,GS-A-17-073,GIS SW-기타,지역에 대한 재해취약성 분석 결과 제공 업무를 지원하기 위한 도시기후변화 재해취약성 확인서 발급 프로그램,15,,,2017년 9월 18일 ~ 2017년 10월 16일,"구자경,조혜진"
3951,17-0446,2017.10.30,"쿠도커뮤니케이션㈜
CUDO COMMUNICATION","IntelliVIX-FRS v4.0
(IntelliVIX-FRS v4.0)",1등급,GS-A-17-272,유틸리티 SW-기타,카메라를 통해 입력된 영상에서 별도 프로그램을 통해 얼굴이미지를 추출한 후 추출된 이미지와 기 등록된 이미지의 특징점을 비교하여 유사도가 임계값 보다 높을 경우 얼굴 유사도 정보를 별도 프로그램,6,,,2017.08.29 ~ 2017.09.05,"임성은,고은비"
3952,17-0447,2017.11.06,"에이치디씨 아이콘트롤스 ㈜
HDC I CONTROLS INC.
(구: ㈜아이콘트롤스
ICONTROLS)","아이벰스 v2.0
(i-BEMS v2.0)",1등급,GS-A-17-121,시스템관리 SW-통합 관리(EMS),"본 제품은 건물의 전기, 가스, 수도 등의 에너지 사용량을 조회 및 분석하는 건물 에너지 관리 시스템이다.",20,,추석연휴에 휴일근무를 실시하여 휴일 근무일수(2일)를 시험기간에 반영함,2017.09 18 ~ 2017.10.19,"반지원,이도희"
3953,17-0448,2017.11.06,"㈜투그램시스템즈
Toogram Systems Inc.","선박 엔진 고장 예측 시스템 v1.0
(e-CBM(e-Condition Based Monitoring System) v1.0)",1등급,GS-C-17-054,시스템관리 SW-기타,"선박에 부착된 센서들을 모니터링하여, 고장 예측 모델을 생성하는 시스템",14,,추석연휴에 휴일근무를 실시하여 휴일 근무일수(1일)를 시험기간에 반영함,2017.09.13 ~ 2017.10.01,"송옥수, 박진희"
3954,17-0449,2017.11.06,"㈜에스지이노베이션
SG INNOVATION CO., LTD.
㈜나산전기산업 NASAN ELECTRIC INDUSTRIES.CO., LTD
(구:㈜에스지이노베이션)","통합 스마트 제어 시스템 - 계장제어장치 및 빌딩 자동 제어 장치 v1.0
(Smart Control Device – Instrument Control Device and Building Automation Control Device v1.0)",1등급,GS-C-17-057,시스템관리 SW-기타,상·하수처리시설 및 빌딩 자동제어시설의 설비상태를 감시하고 이상 징후 발생 시 전원을 제어하는 시스템,12,"재계약된 경우 기재
(메모 참조)",추석연휴에 휴일근무를 실시하여 휴일 근무일수(2일)를 시험기간에 반영함,2017.09.20 ~ 2017.10.11,"송옥수, 이유진"
3955,17-0450,2017.11.06,"㈜바벨
Babel Inc.","지-케어스 모니터 v1.0
(G-cares Monitor v1.0)",1등급,GS-C-17-055,기업용 SW-기타,실종자의 위치를 확인하기 위한 프로그램,12,,,2017.10.11 ~ 2017.10.26,"전지은, 박지민"
3956,17-0451,2017.11.06,"이에스이㈜
ESE co., Ltd.","리노 영상관리시스템 v3.0
(rino VMS v3.0)",1등급,GS-B-17-249,시스템관리 SW-감시장비제어,본 제품은 카메라를 통해 수신한 실시간 영상을 모니터링하거나 녹화 영상의 재생 및 반출 기능을 제공하는 영상 관리 시스템으로 주요 기능은 다음과 같다.,23,,,2017.09.22 ~ 2017.11.01,"김성희, 유지영, 신혜선"
3957,17-0452,2017.11.06,"㈜티맥스소프트
TmaxSoft Co.,Ltd","제우스 8
(JEUS 8)",1등급,GS-A-17-131,미들웨어 SW-WAS,HTTP를 통해 클라이언트(웹 브라우저 등)에서 요청하는 동적 페이지를 응답하는 웹 어플리케이션 서버(WAS),34,,,2017.09.04 ~ 2017.10.27,"이재효, 정은하, 강병무"
3958,17-0453,2017.11.06,"㈜와이즈넛
WISEnut,Inc.","와이즈 아이챗 V2
(WISE i Chat V2)",1등급,GS-A-17-224,유틸리티 SW-기타,메신저 플랫폼과 연동하여 입력된 사용자 질의에 자동으로 응답해주는 챗봇 서비스 구축 프로그램,12,,,2017.10.12 ~ 2017.10.27,"김유진, 천혜영"
3959,17-0454,2017.11.06,"㈜아주엔지니어링
Ah Joo Engineering Co., Ltd.","지진감시 대응을 위한 소프트웨어 V1.1.0
(SCADA-E&F V1.1.0)",1등급,GS-A-17-245,시스템관리 SW-기타,"연계파일을 이용하여 설비 상태를 분석하고 지진 발생 시, 설비 영상을 출력하는 지진 대응용 프로그램",14,,"지역지원 10
GS 14
총 24WD 진행함
(제품에 비해 WD 너무 길게 산정됨)",2017. 09. 29 ~ 2017. 10. 26,"이윤선, 김태욱"
3960,17-0455,2017.11.06,"㈜와이즈넛
WISEnut,Inc.","와이즈 아이데스크 V1
(WISE i Desk V1)",1등급,GS-A-17-292,사무용 SW-기타,비정형 문서를 분석 및 학습하여 사용자가 작성하는 문단과 유사한 문서를 추천해주는 솔루션,25,,제품 기능에 비해 WD가 길게 산정됨,2017.09.15~2017.10.27,"이윤선, 유석봉"
3961,17-0456,2017.11.06,"㈜엠아이티소프트
MITSOFT Co., Ltd."," 에스엠 씨엠에스 v2.0
(SM-CMS v2.0)",1등급,GS-A-17-304,디지털콘텐츠 SW-디지털콘텐츠관리(CMS),개발 지식이 없는 일반 사용자가 손쉽게 콘텐츠/홈페이지 관리를 수행할 수 있도록 하는 콘텐츠/홈페이지 관리 프로그램,14,,,2017.9.28 ~ 2017.10.23,"박상신, 박혜리"
3962,17-0457,2017.11.09,"㈜케이티
Korea Telecom","U-City 통합미들웨어 v2.0g
(U-City Integrated Middleware for U-City v2.0g)",1등급,GS-A-17-107,시스템관리 SW-기타,실시간으로 발생된 수집 메시지를 처리 및 모니터링하고 이벤트 내역을 통계 데이터로 확인할 수 있는 미들웨어 솔루션,26,,,2017.09.13 ~ 2017.10.26,"신우준, 오가영"
3963,17-0458,2017.11.09,"㈜지오시스템
GeoSystems Inc.","스마트테라 v1.0
(SmartTerra v1.0)",1등급,GS-B-17-173,유틸리티 SW-기타,GNSS(Global Navigation Satellite System)에서 측정한 위치 정보를 수신기를 통해 저장하고 관리하는 스마트폰 앱,24,,,2017.09.18 ~ 2017.10.27,"박세림, 김서현"
3964,17-0459,2017.11.09,"㈜퍼스트정보
First Information Co. Ltd.","퍼스트 구 전자문서(OPT) 변환 솔루션 v2.0
(First OPT Converter v2.0)",1등급,GS-B-17-187,유틸리티 SW-PDF변환,OPT 형식의 구 전자문서를 PDF/A-1로 변환 요청 및 변환 작업 진행 상황 모니터링 기능을 제공하는 프로그램,20,,,2017.09.22 ~ 2017.10.27,"박세림, 이지현"
3965,17-0460,2017.11.09,"㈜아트피큐
Artpq Co., Ltd.","웹기반 MICE정보서비스 시스템 v2.0
(MICE Information Service System Base On Web v2.0)",1등급,GS-B-17-207,디지털콘텐츠 SW-디지털콘텐츠관리(CMS),"관리자가 웹 콘텐츠 관리 시스템을 통해 메뉴, 디자인, 게시판, 콘텐츠 등을 직접 관리하여 사용자에게 전시/행사 정보와 부스 VR 등을 제공하는 MICE  정보서비스 시스템",17,,,2017.10.10 ~ 2017.11.01,"김성희, 조유미, 정지민"
3966,17-0461,2017.11.09,"주식회사 케이아이에스
Korea Innovative Software Co., Ltd.","이알에스-아이 v1.0
(ERS-i v1.0)",1등급,GS-A-17-226,교육용 SW-교수학습지원,웹캠을 이용하여 영상을 저장하고 웹브라우져를 통해 실시간으로 방송하는 영상 녹화 및 전송 솔루션,15,,,2017.09.28 ~ 2017.10.24,"김유진, 홍지원"
3967,17-0462,2017.11.13,"이레테크
IREHTECH","산업용에어컨 스마트화를 통한 에너지 절감장치용 FW v1.0
(Firmware for Energy Saving Device for industrial air conditioner v1.0)",1등급,GS-C-17-029,임베디드 SW-기타,"산업용 에어컨의 전원을 제어하고, 상태를 표시하기 위한 펌웨어 프로그램",10,,,2017.10.23 ~ 2017.11.03,"이재훈, 김응협"
3968,17-0463,2017.11.13,"㈜투버미디어
2ver media Inc.","앳-컨텐츠매니지웨어 v3.1
(@CMSWare v3.1)",1등급,GS-C-17-069,디지털콘텐츠 SW-웹페이지저작,"웹 사이트의 메뉴, 컨텐츠, 게시판 등을 관리하는 웹 컨텐츠 관리 시스템",16,,,2017.10.12 ~ 2017.11.02," 송옥수, 이유진"
3969,17-0464,2017.11.13,"타임컴즈
Timecomes","타임CMS v1.0
(TimeCMS v1.0)",1등급,GS-C-17-074,디지털콘텐츠 SW-디지털콘텐츠관리(CMS),"웹사이트의 메뉴, 컨텐츠, 통계 등을 관리하는 웹 콘텐츠관리 시스템",16,,,2017.10.10 ~ 2017.10.31,"전지은,박진희"
3970,17-0465,2017.11.13,"㈜넵튠소프트
NEPTUEN-SOFT Co., Ltd.","다이얼파워 투 씨티아이 콜 모니터링 프로그램 v2.0
(Dial-Power II CTI Call Monitoring Program v2.0)",1등급,GS-B-17-150,기업용 SW-기타,전화 상담 현황을 모니터링하고 통계 정보를 제공하는 콜센터 관리 솔루션,25,,,2017.07.26 ~ 2017.08.31,"박세림, 안창대"
3971,17-0466,2017.11.13,"㈜디케이아이테크놀로지
DKI Technology Co., Ltd.","아르고스 엠디엠 V1.0
(Argos MDM V1.0)",1등급,GS-B-17-228,보안용 SW-기타,"본 제품은 기관 및 기업에서 관리 대상 스마트폰을 제어 명령과 보안 정책에 따라 제어하고, 스마트폰으로부터 상태 정보와 감사 데이터를 수집 및 관리하는 프로그램",17,,,2017.10.11 ~ 2017.11.02,"장세헌, 이세인, 정희정"
